dataset,method,sample_id,algorithm,noise_frac,repetition,n_nodes,n_edges,n_swaps,preserve_connectivity,gt_valid,gt_reason,node_overlap_frac_gt_wrt_graph,ARI_gt,NMI_gt,VI_gt,Jaccard_gt,n_eval_nodes_gt,ARI_stability,NMI_stability,VI_stability,Jaccard_stability,n_eval_nodes_stability,error
karate,EC-SBM,0,Infomap,0.1,1,34.0,76.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0347237164131773,0.35294117647058826,34.0,
karate,EC-SBM,0,Louvain,0.1,2,34.0,76.0,4.0,0.0,1.0,ok,1.0,0.3057199211045365,0.35475564676530885,1.2819045499344341,0.3745928338762215,34.0,0.48528853454821563,0.5884063404520511,1.0491681179389145,0.45794392523364486,34.0,
karate,EC-SBM,0,LabelProp,0.1,2,34.0,76.0,4.0,0.0,1.0,ok,1.0,0.09843885516045099,0.18157415404231705,1.2968663214025824,0.3471502590673575,34.0,0.45338685790007016,0.549695612261925,0.820178794910098,0.5207667731629393,34.0,
karate,EC-SBM,0,Infomap,0.1,2,34.0,76.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0347237164131773,0.35294117647058826,34.0,
karate,EC-SBM,0,Louvain,0.2,0,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.19547551065231716,0.27292580374963854,1.505588602621005,0.28846153846153844,34.0,0.2531801597475594,0.33652865853763797,1.7469810237757741,0.28634361233480177,34.0,
karate,EC-SBM,0,LabelProp,0.2,0,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,0.9299484823110443,0.40641711229946526,34.0,
karate,EC-SBM,0,Infomap,0.2,0,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0347237164131773,0.35294117647058826,34.0,
karate,EC-SBM,0,Louvain,0.2,1,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.11519364448857994,0.23408161496246563,1.8699126433282345,0.19269102990033224,34.0,0.1899534533322571,0.4104698980955026,1.7707961243493753,0.2146341463414634,34.0,
karate,EC-SBM,0,LabelProp,0.2,1,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.2470664928292047,0.25901976329864945,1.2026818084630817,0.4084507042253521,34.0,0.4162715346925873,0.39761487842153903,1.1203742591572876,0.48534201954397393,34.0,
karate,EC-SBM,0,Infomap,0.2,1,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.15514223194748358,0.2219650458553341,1.5166099760306893,0.30149253731343284,34.0,0.17152412804586717,0.23177448013651017,1.7598964285804146,0.2791519434628975,34.0,
karate,EC-SBM,0,Louvain,0.2,2,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.2703772962270377,0.383007733770379,1.3661693754221176,0.3163265306122449,34.0,0.1689733106478072,0.34659963800984844,1.8142203316865304,0.22566371681415928,34.0,
karate,EC-SBM,0,LabelProp,0.2,2,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.03153745072273324,0.13708792635108535,1.771838092549552,0.22988505747126436,34.0,0.020209580838323353,0.13352300585875201,1.9843409095947915,0.20754716981132076,34.0,
karate,EC-SBM,0,Infomap,0.2,2,34.0,76.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0347237164131773,0.35294117647058826,34.0,
karate,EC-SBM,1,Louvain,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.2293456708526107,0.3492537020463149,1.4885454064027082,0.2764505119453925,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,LabelProp,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.2308865170986713,0.28618411046479797,1.2145056019268798,0.3815028901734104,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,Infomap,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0682015638575152,0.16933805527648055,1.4754204350587417,0.3193717277486911,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,Louvain,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.2293456708526107,0.3492537020463149,1.4885454064027082,0.2764505119453925,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,LabelProp,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.2308865170986713,0.28618411046479797,1.2145056019268798,0.3815028901734104,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,Infomap,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0682015638575152,0.16933805527648055,1.4754204350587417,0.3193717277486911,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,Louvain,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.2293456708526107,0.3492537020463149,1.4885454064027082,0.2764505119453925,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,LabelProp,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.2308865170986713,0.28618411046479797,1.2145056019268798,0.3815028901734104,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,Infomap,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0682015638575152,0.16933805527648055,1.4754204350587417,0.3193717277486911,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,1,Louvain,0.1,0,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.18590308370044054,0.35005145566897944,1.4815845698185028,0.25333333333333335,34.0,0.5956756756756757,0.7220771042973467,0.8839867129799699,0.5036496350364964,34.0,
karate,EC-SBM,1,LabelProp,0.1,0,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.10136157337367625,0.13326735990593272,1.3395900684875535,0.371571072319202,34.0,0.18523708818508422,0.2384021263518822,1.4171019633674498,0.3595505617977528,34.0,
karate,EC-SBM,1,Infomap,0.1,0,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.10136157337367625,0.13326735990593272,1.3395900684875535,0.371571072319202,34.0,0.6286612609630978,0.5880148671357783,0.7973837344074979,0.6612377850162866,34.0,
karate,EC-SBM,1,Louvain,0.1,1,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.169719708673582,0.29107071110884813,1.7372574388969215,0.22184300341296928,34.0,0.6044083526682135,0.7170277100970815,0.9484343035928311,0.504,34.0,
karate,EC-SBM,1,LabelProp,0.1,1,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.18181818181818182,0.24636382590202116,1.250351482155373,0.36666666666666664,34.0,0.8184784220673291,0.796668505146589,0.4014219681684441,0.7974683544303798,34.0,
karate,EC-SBM,1,Infomap,0.1,1,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0830512409890583,0.41354723707664887,34.0,
karate,EC-SBM,1,Louvain,0.1,2,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.13100724160631994,0.14521812996119576,1.7472101720122315,0.26153846153846155,34.0,0.42049808429118773,0.5610751530621119,1.292717647447169,0.37142857142857144,34.0,
karate,EC-SBM,1,LabelProp,0.1,2,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0082797836362416,0.3672014260249554,34.0,
karate,EC-SBM,1,Infomap,0.1,2,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0830512409890583,0.41354723707664887,34.0,
karate,EC-SBM,1,Louvain,0.2,0,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.08855765015344147,0.10399903313435968,1.7963024578460192,0.25,34.0,0.19462465245597776,0.3589663644887149,1.8628109571536984,0.22549019607843138,34.0,
karate,EC-SBM,1,LabelProp,0.2,0,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.16872964169381108,0.1459821428832109,1.3763852094287148,0.3712737127371274,34.0,0.3361917677089981,0.31453090038376047,1.320755819445088,0.42394822006472493,34.0,
karate,EC-SBM,1,Infomap,0.2,0,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0830512409890583,0.41354723707664887,34.0,
karate,EC-SBM,1,Louvain,0.2,1,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.1867986798679868,0.25703052005762533,1.6631144070827855,0.26557377049180325,34.0,0.553125,0.6825233392555154,0.9967556014054129,0.46938775510204084,34.0,
karate,EC-SBM,1,LabelProp,0.2,1,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.11587889348725768,0.10812529573666235,1.5174596705181433,0.32044198895027626,34.0,0.3325994803774101,0.317248563242148,1.3768089418630807,0.4061433447098976,34.0,
karate,EC-SBM,1,Infomap,0.2,1,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0830512409890583,0.41354723707664887,34.0,
karate,EC-SBM,1,Louvain,0.2,2,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.019085225403093122,0.07116077937438393,1.8861174593537138,0.20760233918128654,34.0,0.32716927453769556,0.5607222524154234,1.2878599910111985,0.3064516129032258,34.0,
karate,EC-SBM,1,LabelProp,0.2,2,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.06803594351732992,0.11978481344745683,1.0576638641012241,0.4185022026431718,34.0,-0.010491596196357767,0.08813788057554227,1.3830482047602253,0.3047404063205418,34.0,
karate,EC-SBM,1,Infomap,0.2,2,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,0.0,0.0,1.0830512409890583,0.41354723707664887,34.0,
karate,EC-SBM,10,Louvain,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.22344402903012975,0.28271436439350234,1.5921732937442197,0.2913907284768212,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,10,LabelProp,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Infomap,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Louvain,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.22344402903012975,0.28271436439350234,1.5921732937442197,0.2913907284768212,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,10,LabelProp,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Infomap,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Louvain,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.22344402903012975,0.28271436439350234,1.5921732937442197,0.2913907284768212,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,10,LabelProp,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Infomap,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Louvain,0.1,0,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.08695652173913043,0.14756887501774238,1.7598685840989345,0.23170731707317074,34.0,0.31094978826376285,0.5445178921382133,1.319966398181277,0.3020833333333333,34.0,
karate,EC-SBM,10,LabelProp,0.1,0,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Infomap,0.1,0,34.0,78.0,4.0,0.0,1.0,ok,1.0,-0.01192504258943782,0.006245144848420144,1.1037837827396355,0.4098360655737705,34.0,0.0,0.0,0.4175732119168012,0.7415329768270945,34.0,
karate,EC-SBM,10,Louvain,0.1,1,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.14210178453403832,0.24908761428587,1.7176696753874123,0.2262295081967213,34.0,0.26591375770020537,0.5023223097263592,1.5531869734182384,0.2571428571428571,34.0,
karate,EC-SBM,10,LabelProp,0.1,1,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.007178296210281853,0.09295323863602867,0.8316396616295606,0.45920303605313095,34.0,0.0,0.0,0.22371807606583377,0.8859180035650623,34.0,
karate,EC-SBM,10,Infomap,0.1,1,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Louvain,0.1,2,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.3272687417799211,0.34900815903472865,1.3120005404739308,0.38613861386138615,34.0,0.3324817582109923,0.4437419233858592,1.5846750969569885,0.32338308457711445,34.0,
karate,EC-SBM,10,LabelProp,0.1,2,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.007178296210281853,0.09295323863602867,0.8316396616295606,0.45920303605313095,34.0,0.0,0.0,0.22371807606583377,0.8859180035650623,34.0,
karate,EC-SBM,10,Infomap,0.1,2,34.0,78.0,4.0,0.0,1.0,ok,1.0,0.007178296210281853,0.09295323863602867,0.8316396616295606,0.45920303605313095,34.0,0.0,0.0,0.22371807606583377,0.8859180035650623,34.0,
karate,EC-SBM,10,Louvain,0.2,0,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.11184645929847783,0.17053732709139202,2.01499796086822,0.19471947194719472,34.0,0.13012320844857933,0.3473658868218389,2.1293537132968217,0.16853932584269662,34.0,
karate,EC-SBM,10,LabelProp,0.2,0,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.01282051282051282,0.19090641541468498,1.0368263468339387,0.4017094017094017,34.0,0.0,0.0,0.5883193476480918,0.6844919786096256,34.0,
karate,EC-SBM,10,Infomap,0.2,0,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0012742911755336094,0.03288342900655223,1.0206539564513726,0.4288577154308617,34.0,0.0,0.0,0.362210557135449,0.786096256684492,34.0,
karate,EC-SBM,10,Louvain,0.2,1,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.2697346691621711,0.4000397172074314,1.36050328508102,0.30689655172413793,34.0,0.3055074128727482,0.5182990066828094,1.4937939203483068,0.2857142857142857,34.0,
karate,EC-SBM,10,LabelProp,0.2,1,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Infomap,0.2,1,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,10,Louvain,0.2,2,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.09519631498135556,0.12470503725970311,1.7792033213341807,0.2469879518072289,34.0,0.11117242852565244,0.3150097190397566,1.9632613811517818,0.1872146118721461,34.0,
karate,EC-SBM,10,LabelProp,0.2,2,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.011553273427471117,0.04068871777688851,1.152705489672245,0.3939393939393939,34.0,0.0,0.0,0.5084497473954532,0.6631016042780749,34.0,
karate,EC-SBM,10,Infomap,0.2,2,34.0,78.0,8.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,11,Louvain,0.0,0,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.3442748929630036,0.4517639947201384,1.129131896204509,0.3822525597269625,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,LabelProp,0.0,0,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.20736876426475384,0.3034389093762762,1.228848744909988,0.38440111420612816,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,Infomap,0.0,0,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.21618649659115902,0.27631258811299575,1.606383444791967,0.2871287128712871,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,Louvain,0.0,1,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.3442748929630036,0.4517639947201384,1.129131896204509,0.3822525597269625,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,LabelProp,0.0,1,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.20736876426475384,0.3034389093762762,1.228848744909988,0.38440111420612816,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,Infomap,0.0,1,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.21618649659115902,0.27631258811299575,1.606383444791967,0.2871287128712871,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,Louvain,0.0,2,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.3442748929630036,0.4517639947201384,1.129131896204509,0.3822525597269625,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,LabelProp,0.0,2,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.20736876426475384,0.3034389093762762,1.228848744909988,0.38440111420612816,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,Infomap,0.0,2,34.0,77.0,0.0,0.0,1.0,ok,1.0,0.21618649659115902,0.27631258811299575,1.606383444791967,0.2871287128712871,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,11,Louvain,0.1,0,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.1742756804214223,0.2311492762490196,1.5776388953903564,0.2830188679245283,34.0,0.6137205511927692,0.6919947064673801,0.8393830054033704,0.5459770114942529,34.0,
karate,EC-SBM,11,LabelProp,0.1,0,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.20409475828063028,0.32272511107306034,0.8389686842078792,0.47058823529411764,34.0,0.3895095763203714,0.42084186105344096,0.9362742654652102,0.525065963060686,34.0,
karate,EC-SBM,11,Infomap,0.1,0,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.2753623188405797,0.3227563619623136,1.3976878117349836,0.33774834437086093,34.0,0.5269207501512402,0.6496080902320992,1.0151604992588983,0.4619883040935672,34.0,
karate,EC-SBM,11,Louvain,0.1,1,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.25574775563827457,0.2872311087510724,1.4131530089456061,0.3522012578616352,34.0,0.4307763378236803,0.5778687886133853,1.1211394382012414,0.4057971014492754,34.0,
karate,EC-SBM,11,LabelProp,0.1,1,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.021601016518424398,0.1319832725392984,0.8607106248178813,0.45098039215686275,34.0,-0.03589769493694331,0.027103846688009192,1.3323362385496123,0.3561643835616438,34.0,
karate,EC-SBM,11,Infomap,0.1,1,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.14102141680395386,0.19654834486786318,1.666708802437047,0.25705329153605017,34.0,0.2787935961821259,0.47221984699516684,1.5347115228503239,0.27979274611398963,34.0,
karate,EC-SBM,11,Louvain,0.1,2,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.2213240113611536,0.2632826405190616,1.31560865606441,0.35135135135135137,34.0,0.3689340245274262,0.44450053261821765,1.366000705283065,0.3700440528634361,34.0,
karate,EC-SBM,11,LabelProp,0.1,2,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.021601016518424398,0.1319832725392984,0.8607106248178813,0.45098039215686275,34.0,-0.03589769493694331,0.027103846688009192,1.3323362385496123,0.3561643835616438,34.0,
karate,EC-SBM,11,Infomap,0.1,2,34.0,77.0,4.0,0.0,1.0,ok,1.0,0.11213947481704692,0.2017129397969933,1.1598406460644652,0.4033412887828162,34.0,0.13640185200535235,0.42123253813366174,1.323257703235314,0.2507204610951009,34.0,
karate,EC-SBM,11,Louvain,0.2,0,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.19388204225352113,0.26924239144713835,1.640324425901609,0.26732673267326734,34.0,0.42155815444065653,0.6035436912654705,1.1568470172163543,0.37640449438202245,34.0,
karate,EC-SBM,11,LabelProp,0.2,0,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.07240204429301533,0.20648664237620043,0.8813714680154482,0.44537815126050423,34.0,0.28085683957749663,0.3518914943950389,0.9647685538878824,0.4872389791183295,34.0,
karate,EC-SBM,11,Infomap,0.2,0,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.1527599486521181,0.2824616828204787,0.8621918376131995,0.45701357466063347,34.0,0.07048712439470224,0.29128139892752736,1.4422583691235062,0.225,34.0,
karate,EC-SBM,11,Louvain,0.2,1,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.04095112285336856,0.09723839696704908,2.041806045905266,0.18012422360248448,34.0,0.18331407962582064,0.34546331548172743,1.9210728192213748,0.21717171717171718,34.0,
karate,EC-SBM,11,LabelProp,0.2,1,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.07240204429301533,0.20648664237620043,0.8813714680154482,0.44537815126050423,34.0,-0.01851497381105678,0.018960114473395243,1.4603672432633346,0.3438155136268344,34.0,
karate,EC-SBM,11,Infomap,0.2,1,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.07240204429301533,0.20648664237620043,0.8813714680154482,0.44537815126050423,34.0,-0.0027904944438375753,0.1433518869807574,1.665449056277172,0.19463087248322147,34.0,
karate,EC-SBM,11,Louvain,0.2,2,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.046747519294377066,0.16536195047361746,2.0029389813841925,0.16560509554140126,34.0,0.16132026616378256,0.3780510365641186,1.9112789374666204,0.19473684210526315,34.0,
karate,EC-SBM,11,LabelProp,0.2,2,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.10674525212835625,0.21629402594055855,1.5260220985449209,0.29745042492917845,34.0,0.24752333680576832,0.4136197423565541,1.3633679486257737,0.3519736842105263,34.0,
karate,EC-SBM,11,Infomap,0.2,2,34.0,77.0,8.0,0.0,1.0,ok,1.0,0.23373493975903614,0.27801394748793873,1.4349449366818452,0.335423197492163,34.0,0.19890234670704013,0.39800400860629614,1.6981839923120976,0.2420091324200913,34.0,
karate,EC-SBM,12,Louvain,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.3445627126083617,0.4311137695322008,1.1649244084491692,0.3864406779661017,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,12,LabelProp,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,12,Infomap,0.0,0,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,12,Louvain,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.3445627126083617,0.4311137695322008,1.1649244084491692,0.3864406779661017,34.0,1.0,1.0,0.0,1.0,34.0,
karate,EC-SBM,12,LabelProp,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,12,Infomap,0.0,1,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.0,0.0,0.6931471805599453,0.48484848484848486,34.0,1.0,1.0,-0.0,1.0,34.0,
karate,EC-SBM,12,Louvain,0.0,2,34.0,78.0,0.0,0.0,1.0,ok,1.0,0.3445627126083617,0.4311137695322008,1.1649244084491692,0.3864406779661017,34.0,1.0,1.0,0.0,1.0,34.0,
