dataset,method,sample_id,n_nodes,n_edges,node_overlap_ref_frac,node_overlap_common,deg_wasserstein,clust_wasserstein,spath_wasserstein,alg_conn_abs_diff,louvain_mod_abs_diff,louvain_comm_size_js,netlsd_l2,status,error
polbooks,EC-SBM,26,105.0,441.0,1.0,105.0,0.0,0.27230759017569395,0.5727106227106228,0.9159252810887125,0.1372781916999603,1.0,5.288131723099585,ok,
polbooks,EC-SBM,27,105.0,441.0,1.0,105.0,0.0,0.23292592817852897,0.5417582417582418,0.658187314618372,0.12127919951049193,1.0,4.784316284559603,ok,
polbooks,EC-SBM,28,105.0,441.0,1.0,105.0,0.0,0.26361653813598895,0.5840659340659341,0.9260922019897201,0.1408877988081096,0.8,5.165643980334022,ok,
polbooks,EC-SBM,29,105.0,441.0,1.0,105.0,0.0,0.2645470832493312,0.5600732600732601,0.6954523445225579,0.1153660254729253,1.0,4.958066627484783,ok,
polbooks,EC-SBM,3,105.0,441.0,1.0,105.0,0.0,0.2620309988014736,0.5672161172161173,0.7643426320936465,0.12387071230608637,1.0,5.065027126239562,ok,
polbooks,EC-SBM,4,105.0,440.0,1.0,105.0,0.019047619047619035,0.2673340359235019,0.5641025641025641,0.7532747734011923,0.1345139043198721,1.0,5.068750885143122,ok,
polbooks,EC-SBM,5,105.0,440.0,1.0,105.0,0.01904761904761898,0.23131597010669372,0.5543956043956044,0.7467901659373525,0.12562702415458282,1.0,4.974526978695157,ok,
polbooks,EC-SBM,6,105.0,441.0,1.0,105.0,0.0,0.2448379744950135,0.617948717948718,0.8679833708139552,0.13065286583265195,1.0,5.2942875416826825,ok,
polbooks,EC-SBM,7,105.0,441.0,1.0,105.0,0.0,0.2582500035871957,0.5661172161172162,0.8302598025049522,0.14669042220062622,1.0,5.149461884927745,ok,
polbooks,EC-SBM,8,105.0,441.0,1.0,105.0,0.0,0.2713852104830702,0.5699633699633699,0.7984980008122621,0.15098904263141372,1.0,5.115456159385381,ok,
polbooks,EC-SBM,9,105.0,441.0,1.0,105.0,0.0,0.2538064409429331,0.5494505494505495,0.6724993904848715,0.117263383055414,1.0,4.716085972126162,ok,
polbooks,RECCS,0,105.0,417.0,1.0,105.0,0.4571428571428571,0.30401920556138584,0.47051282051282056,0.4677095145553689,0.10094196271743727,0.7454842658866759,4.181237333824499,ok,
polbooks,RECCS,1,105.0,411.0,1.0,105.0,0.5714285714285713,0.32920314222033353,0.4485347985347986,0.44833254671071854,0.1043539266693091,0.7770078865364001,4.083804833958023,ok,
polbooks,RECCS,10,105.0,424.0,1.0,105.0,0.36190476190476195,0.2694699197038293,0.4584249084249084,0.4971684460557506,0.10789788776740922,1.0,4.249244711052303,ok,
polbooks,RECCS,11,105.0,418.0,1.0,105.0,0.4571428571428571,0.2770572514558054,0.4765567765567766,0.44241161914482363,0.10351510049212087,0.7770078865364001,4.080699346362752,ok,
polbooks,RECCS,12,105.0,421.0,1.0,105.0,0.3999999999999999,0.26128785627714535,0.43113553113553116,0.4797436318077998,0.10631016735501386,1.0,3.997883413197457,ok,
polbooks,RECCS,13,105.0,418.0,1.0,105.0,0.4571428571428573,0.25622256120838893,0.42582417582417587,0.4331982330976375,0.09253778770166277,1.0,3.8409824940254653,ok,
polbooks,RECCS,14,105.0,435.0,1.0,105.0,0.22857142857142862,0.2401772049361227,0.46483516483516485,0.42103853495724186,0.10291269740694198,1.0,4.1384516387803885,ok,
polbooks,RECCS,15,105.0,416.0,1.0,105.0,0.49523809523809503,0.271410656545418,0.48864468864468863,0.5125322531039586,0.10991167648324196,1.0,4.226740361707758,ok,
polbooks,RECCS,16,105.0,414.0,1.0,105.0,0.5333333333333332,0.2747614438135754,0.4520146520146521,0.41735026221538885,0.10164993423580393,1.0,3.954627766792588,ok,
polbooks,RECCS,17,105.0,411.0,1.0,105.0,0.5904761904761904,0.28673540683353577,0.37967032967032976,0.3841548376596231,0.08760941296171798,1.0,3.6122050878540337,ok,
polbooks,RECCS,18,105.0,418.0,1.0,105.0,0.4761904761904762,0.29389316626904843,0.4787545787545788,0.4808036628850413,0.10166074734086517,1.0,4.206696670980369,ok,
polbooks,RECCS,19,105.0,401.0,1.0,105.0,0.7619047619047621,0.31249712533519236,0.4064102564102565,0.37774645414840946,0.08843836987380016,0.7770078865364001,3.668292894165455,ok,
polbooks,RECCS,2,105.0,427.0,1.0,105.0,0.38095238095238115,0.2862229500919192,0.49523809523809526,0.48396682043396855,0.10015610964628019,1.0,4.20727689684694,ok,
polbooks,RECCS,20,105.0,408.0,1.0,105.0,0.6666666666666669,0.3126672421284848,0.42820512820512824,0.4025079953549483,0.0802349427555023,1.0,3.9296525175656734,ok,
polbooks,RECCS,21,105.0,418.0,1.0,105.0,0.47619047619047594,0.25836766514492804,0.45787545787545797,0.42882589933060833,0.0994343788969193,0.5540157730728001,3.9763346799409978,ok,
polbooks,RECCS,22,105.0,408.0,1.0,105.0,0.6285714285714284,0.3060246096941672,0.4655677655677656,0.5466518643153035,0.12152314921455665,1.0,4.298095747637541,ok,
polbooks,RECCS,23,105.0,423.0,1.0,105.0,0.45714285714285674,0.28956963904193866,0.4494505494505495,0.4684300538359871,0.09963032065408545,0.7770078865364001,4.018742388774708,ok,
polbooks,RECCS,24,105.0,417.0,1.0,105.0,0.47619047619047583,0.2636573618094492,0.44230769230769235,0.37289774127927455,0.09858413674799699,1.0,3.8279977653021224,ok,
polbooks,RECCS,25,105.0,411.0,1.0,105.0,0.5714285714285714,0.2803682456405953,0.45659340659340664,0.4675877251548969,0.11204391192869073,0.7770078865364001,3.996348375755895,ok,
polbooks,RECCS,26,105.0,417.0,1.0,105.0,0.4571428571428573,0.2825054780976362,0.40824175824175835,0.4023977379657786,0.09861864151828148,1.0,3.8329683717028953,ok,
polbooks,RECCS,27,105.0,412.0,1.0,105.0,0.5714285714285712,0.2592943413313969,0.4562271062271064,0.4656859800901507,0.09500555864580301,1.0,4.071372816233644,ok,
polbooks,RECCS,28,105.0,415.0,1.0,105.0,0.5523809523809521,0.3029469268190688,0.45457875457875463,0.5405119565056539,0.09214171467510357,1.0,4.2432088346359045,ok,
polbooks,RECCS,29,105.0,423.0,1.0,105.0,0.47619047619047633,0.27308770401953486,0.4346153846153847,0.34963312448952644,0.0921888215119675,0.7454842658866759,3.934260273080347,ok,
polbooks,RECCS,3,105.0,413.0,1.0,105.0,0.5714285714285713,0.2783403446628261,0.4622710622710623,0.4659385540378682,0.10270465934937978,1.0,4.0590887234361706,ok,
polbooks,RECCS,4,105.0,413.0,1.0,105.0,0.5523809523809522,0.27470062236398796,0.46996336996337007,0.5420567100655189,0.11242799711884549,1.0,4.259886943316146,ok,
polbooks,RECCS,5,105.0,415.0,1.0,105.0,0.49523809523809503,0.2557867087839974,0.4664835164835166,0.4105803847452163,0.0914565644355913,0.7770078865364001,3.8582836601774866,ok,
polbooks,RECCS,6,105.0,422.0,1.0,105.0,0.3999999999999999,0.283961501362959,0.4302197802197803,0.3053363302547548,0.09810039201320875,1.0,3.7579203404869737,ok,
polbooks,RECCS,7,105.0,421.0,1.0,105.0,0.4571428571428569,0.2875536221497609,0.4774725274725275,0.4555281032397077,0.11563363088771783,1.0,4.147459769357003,ok,
polbooks,RECCS,8,105.0,410.0,1.0,105.0,0.5904761904761904,0.27276055864373844,0.4391941391941392,0.49539001184828435,0.10581837799502603,1.0,4.115974434005328,ok,
polbooks,RECCS,9,105.0,408.0,1.0,105.0,0.6285714285714286,0.26131665290084993,0.4644688644688646,0.450321134327073,0.09282625378971993,1.0,4.04731750899904,ok,
polbooks,VAE,0,105.0,441.0,1.0,105.0,1.619047619047619,0.1029325535039244,0.15274725274725265,0.09101500882911326,0.06540965706863755,0.8177611278958912,2.887860994939027,ok,
polbooks,VAE,1,105.0,441.0,1.0,105.0,1.7714285714285714,0.07740005211339557,0.42454212454212437,0.2096238207090056,0.08221681849920437,0.4749156875380792,4.411236983161141,ok,
polbooks,VAE,10,105.0,441.0,1.0,105.0,1.5619047619047621,0.08282594684048447,0.13571428571428562,0.06932662066449247,0.08737839312682993,0.7245112497836532,3.0755438633883103,ok,
polbooks,VAE,11,105.0,441.0,1.0,105.0,1.5809523809523809,0.11350953708842676,0.11813186813186816,0.04939922529848251,0.07484899744740758,0.7245112497836532,3.632530315990193,ok,
